user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,lifetime_paid_months,engagement_band,tenure_days
U000797,2026-01-03,2,premium,web,paid_social,2026-01-30,1,medium,27
U000798,2025-08-28,2,value,web,paid_social,2025-10-22,2,low,155
U000799,2025-07-23,1,regular,web,search,2026-01-30,6,high,191
U000800,2025-08-24,2,value,web,organic,2026-01-25,5,medium,159
U000801,2025-05-08,3,value,mobile,email,2025-07-05,2,low,267
U000802,2025-07-19,1,regular,web,organic,2026-01-28,6,high,195
U000803,2025-09-11,2,value,web,paid_social,2026-01-02,4,low,141
U000804,2025-12-21,3,regular,web,organic,2026-01-24,1,low,40
U000805,2025-11-06,2,value,web,organic,2026-01-29,2,low,85
U000806,2025-11-17,2,regular,web,organic,2026-01-16,1,low,74
U000807,2025-09-18,3,regular,mobile,search,2026-01-26,3,medium,134
U000808,2025-06-01,2,regular,web,paid_social,2026-01-27,7,high,243
U000809,2025-08-11,1,value,mobile,search,2025-12-09,3,low,172
U000810,2026-01-10,1,regular,web,paid_social,2026-01-30,1,low,20
U000811,2025-05-16,3,premium,web,paid_social,2026-01-27,7,high,259
U000812,2025-12-11,2,value,web,organic,2026-01-30,1,low,50
U000813,2025-10-23,2,value,web,organic,2026-01-26,3,low,99
U000814,2025-07-15,1,regular,web,paid_social,2026-01-28,6,high,199
U000815,2025-11-16,2,value,nan,paid_social,2026-01-30,2,low,75
U000816,2025-12-01,3,regular,mobile,search,2026-01-25,1,low,60
U000817,2025-05-15,2,regular,mobile,organic,2026-01-30,8,high,260
U000818,2025-05-31,3,value,mobile,referral,2026-01-30,6,medium,244
U000819,2025-10-19,2,regular,web,organic,2026-01-27,3,medium,103
U000820,2026-01-10,2,regular,mobile,paid_social,2026-01-30,1,low,20
U000821,2025-05-11,3,value,mobile,organic,2026-01-30,8,medium,264
U000822,2025-10-19,2,premium,web,paid_social,2026-01-30,3,high,103
U000823,2025-06-08,2,value,web,search,2026-01-30,7,medium,236
U000824,2025-10-15,3,value,web,paid_social,2026-01-26,3,low,107
U000825,2025-10-08,2,regular,mobile,organic,2026-01-29,2,medium,114
U000826,2025-05-27,2,value,web,search,2026-01-30,7,medium,248
U000827,2025-10-22,3,regular,web,organic,2026-01-30,3,medium,100
U000828,2025-12-16,1,value,mobile,paid_social,2026-01-29,1,low,45
U000829,2025-12-07,2,regular,web,organic,2026-01-29,1,low,54
U000830,2025-05-12,1,value,mobile,organic,2026-01-30,8,medium,263
U000831,2025-07-05,2,regular,mobile,paid_social,2026-01-30,5,high,209
U000832,2025-07-04,1,regular,mobile,organic,2026-01-30,6,high,210
U000833,2025-08-26,2,regular,mobile,organic,2026-01-30,5,high,157
U000834,2025-06-09,1,premium,web,referral,2026-01-30,7,high,235
U000835,2025-12-05,2,regular,mobile,referral,2026-01-30,1,low,56
U000836,2025-11-15,2,regular,mobile,referral,2026-01-23,2,medium,76
U000837,2025-11-23,2,regular,mobile,organic,2026-01-28,2,medium,68
U000838,2025-06-23,2,premium,web,search,2026-01-30,7,high,221
U000839,2025-05-08,2,regular,web,paid_social,2025-12-09,6,high,267
U000840,2025-12-19,2,premium,web,organic,2026-01-28,1,medium,42
U000841,2025-07-16,2,value,web,paid_social,2026-01-29,6,medium,198
U000842,2025-10-16,3,regular,mobile,organic,2025-11-14,1,low,106
U000843,2025-12-19,2,regular,mobile,email,2026-01-21,0,low,42
U000844,2025-05-14,1,value,mobile,paid_social,2026-01-28,8,medium,261
U000845,2025-05-06,3,value,mobile,search,2026-01-29,8,medium,269
U000846,2025-05-06,2,premium,web,search,2026-01-30,8,high,269
U000847,2025-06-13,1,regular,web,organic,2026-01-30,7,high,231
U000848,2025-05-17,2,value,web,search,2025-12-11,7,medium,258
U000849,2025-11-26,1,value,web,paid_social,2026-01-29,2,low,65
U000850,2025-10-04,1,regular,web,search,2025-11-06,1,low,118
U000851,2026-01-05,2,regular,web,search,2026-01-30,1,low,25
U000852,2025-11-22,1,premium,web,organic,2026-01-27,2,high,69
U000853,2026-01-01,3,premium,mobile,paid_social,2026-01-24,1,low,29
U000854,2025-07-03,3,regular,web,search,2026-01-30,6,high,211
U000855,2025-07-16,2,regular,web,organic,2025-12-12,4,high,198
U000856,2025-12-04,2,value,web,email,2026-01-29,1,low,57
U000857,2025-07-05,2,premium,mobile,search,2026-01-30,5,high,209
U000858,2025-05-19,3,value,mobile,search,2026-01-24,7,medium,256
U000859,2025-10-19,2,value,web,email,2026-01-28,3,low,103
U000860,2025-11-22,1,premium,web,search,2026-01-30,2,high,69
U000861,2026-01-03,2,premium,mobile,email,2026-01-30,1,low,27
U000862,2025-12-23,2,value,mobile,paid_social,2026-01-30,1,low,38
U000863,2025-06-04,1,regular,mobile,paid_social,2025-12-30,7,high,240
U000864,2025-11-14,2,regular,web,organic,2026-01-29,2,medium,77
U000865,2025-12-03,1,value,mobile,organic,2026-01-02,1,low,58
U000866,2025-10-27,3,value,mobile,search,2025-11-27,1,low,95
U000867,2025-11-26,2,value,web,organic,2026-01-26,2,low,65
U000868,2025-12-01,1,regular,mobile,organic,2026-01-24,1,low,60
U000869,2025-08-25,1,regular,web,paid_social,2025-12-17,3,medium,158
U000870,2025-05-15,1,regular,mobile,paid_social,2026-01-29,8,high,260
U000871,2025-08-27,2,value,web,organic,2026-01-30,4,medium,156
U000872,2025-06-24,1,premium,web,paid_social,2026-01-30,6,high,220
U000873,2025-06-02,2,regular,mobile,email,2026-01-29,8,high,242
U000874,2025-06-05,1,premium,mobile,paid_social,2026-01-30,6,high,239
U000875,2025-10-27,2,value,web,referral,2026-01-25,3,low,95
U000876,2025-09-08,2,regular,mobile,paid_social,2026-01-28,4,high,144
U000877,2025-09-17,2,regular,web,organic,2026-01-30,4,medium,135
U000878,2025-11-08,2,value,web,search,2025-12-20,1,low,83
U000879,2025-09-19,1,value,mobile,email,2026-01-30,4,medium,133
U000880,2025-10-10,1,value,web,paid_social,2026-01-27,2,low,112
U000881,2025-05-26,1,value,web,referral,2026-01-29,8,medium,249
U000882,2025-12-04,3,regular,nan,email,2026-01-27,1,low,57
U000883,2025-08-25,3,value,web,organic,2025-10-31,1,low,158
U000884,2025-06-12,3,value,web,organic,2026-01-30,7,medium,232
U000885,2025-11-25,2,regular,web,paid_social,2026-01-30,2,medium,66
U000886,2025-11-05,2,value,mobile,organic,2026-01-28,2,low,86
U000887,2025-05-18,2,value,web,search,2026-01-27,8,medium,257
U000888,2025-06-22,3,regular,web,referral,2026-01-28,7,high,222
U000889,2025-05-08,3,value,mobile,paid_social,,0,low,267
U000890,2025-07-11,3,value,web,organic,2026-01-04,6,medium,203
U000891,2025-05-30,3,value,web,paid_social,2026-01-30,8,medium,245
U000892,2025-10-30,2,value,mobile,organic,2026-01-30,2,low,92
U000893,2025-09-13,3,regular,mobile,referral,2026-01-29,4,high,139
U000894,2026-01-06,3,value,web,organic,2026-01-27,0,low,24
U000895,2025-11-09,2,value,mobile,referral,2026-01-30,2,low,82
U000896,2025-10-05,3,premium,mobile,search,2026-01-30,3,high,117
U000897,2025-09-09,1,premium,web,search,2026-01-28,4,high,143
U000898,2025-05-18,3,value,mobile,search,2026-01-30,8,medium,257
U000899,2025-05-22,3,value,mobile,organic,2026-01-29,7,medium,253
U000900,2025-10-06,1,regular,mobile,search,2026-01-30,3,medium,116
U000901,2025-05-06,2,regular,mobile,referral,2026-01-22,8,high,269
U000902,2025-05-15,1,regular,mobile,referral,2026-01-30,7,high,260
U000903,2025-06-29,3,value,mobile,organic,2026-01-30,7,medium,215
U000904,2025-12-12,3,value,mobile,paid_social,2026-01-30,1,low,49
U000905,2025-08-28,2,regular,mobile,referral,2026-01-30,5,high,155
U000906,2025-10-30,3,premium,mobile,referral,2026-01-28,2,high,92
U000907,2025-08-16,1,premium,mobile,search,2026-01-30,5,high,167
U000908,2025-06-17,2,value,mobile,organic,2025-11-10,5,medium,227
U000909,2025-08-06,2,regular,web,email,2026-01-30,5,high,177
U000910,2025-05-28,1,value,web,search,2026-01-29,8,medium,247
U000911,2025-11-14,2,regular,mobile,search,2026-01-30,2,medium,77
U000912,2025-06-20,2,premium,web,paid_social,2026-01-28,7,high,224
U000913,2025-08-07,2,regular,mobile,organic,2026-01-30,5,high,176
U000914,2026-01-05,2,value,mobile,referral,2026-01-30,1,low,25
U000915,2025-09-30,3,regular,mobile,organic,2026-01-30,3,medium,122
U000916,2025-08-28,2,regular,web,paid_social,2026-01-30,3,high,155
U000917,2025-09-18,3,regular,mobile,email,2026-01-29,4,high,134
U000918,2025-11-17,2,value,web,email,2026-01-29,2,low,74
U000919,2025-07-07,2,premium,web,email,2026-01-30,6,high,207
U000920,2025-10-11,2,value,web,referral,2026-01-25,3,medium,111
U000921,2025-12-10,2,value,web,organic,2026-01-30,1,low,51
U000922,2025-09-25,2,value,web,email,2026-01-28,4,low,127
U000923,2025-08-25,2,value,mobile,email,2026-01-24,4,medium,158
U000924,2025-06-10,1,value,mobile,search,2026-01-26,7,medium,234
U000925,2025-07-06,2,regular,web,search,2026-01-29,6,high,208
U000926,2025-12-28,2,value,web,organic,2026-01-30,1,low,33
U000927,2025-09-17,2,value,web,paid_social,2026-01-26,4,medium,135
U000928,2025-07-19,3,value,mobile,paid_social,2026-01-29,6,medium,195
U000929,2025-08-18,2,value,mobile,search,2026-01-29,5,medium,165
U000930,2025-09-27,3,premium,web,search,2026-01-30,4,high,125
U000931,2025-09-16,3,premium,web,search,2026-01-08,4,high,136
U000932,2025-10-27,3,value,web,organic,2026-01-29,3,low,95
U000933,2025-07-08,3,regular,mobile,email,2026-01-30,5,high,206
U000934,2025-10-14,1,regular,web,organic,2026-01-29,3,medium,108
U000935,2025-08-24,2,premium,web,organic,2026-01-30,5,high,159
U000936,2025-12-27,1,value,web,organic,2026-01-30,1,low,34
U000937,2025-06-13,3,value,web,referral,2026-01-28,7,medium,231
U000938,2025-06-11,2,regular,web,referral,2026-01-30,7,high,233
U000939,2025-08-28,2,premium,web,organic,2026-01-30,4,high,155
U000940,2025-09-09,3,regular,mobile,organic,2026-01-30,4,high,143
U000941,2025-10-25,1,regular,web,search,2026-01-30,3,medium,97
U000942,2025-08-14,2,value,web,organic,2026-01-25,5,medium,169
U000943,2025-12-20,2,regular,mobile,paid_social,2026-01-30,1,low,41
U000944,2025-09-01,1,premium,web,organic,2026-01-30,4,high,151
U000945,2025-06-06,2,regular,mobile,search,2026-01-30,7,high,238
U000946,2025-06-03,3,regular,mobile,search,2026-01-30,7,high,241
U000947,2026-01-04,1,regular,web,search,2026-01-29,1,low,26
U000948,2025-06-07,2,regular,mobile,search,2026-01-30,7,high,237
U000949,2025-12-28,2,regular,mobile,organic,2026-01-28,1,low,33
U000950,2025-07-13,2,regular,mobile,organic,2026-01-28,6,high,201
U000951,2025-05-28,1,premium,web,organic,2026-01-30,7,high,247
U000952,2025-07-20,3,regular,web,organic,2026-01-30,6,high,194
U000953,2025-10-06,3,value,web,email,2026-01-30,3,low,116
U000954,2025-08-20,1,value,mobile,organic,2025-11-25,3,low,163
U000955,2025-11-18,2,value,mobile,organic,2026-01-22,2,low,73
U000956,2025-10-05,2,value,web,organic,2026-01-30,3,medium,117
U000957,2025-08-13,2,value,web,paid_social,2026-01-26,5,medium,170
U000958,2025-10-11,2,regular,web,email,2026-01-30,3,high,111
U000959,2026-01-03,1,value,web,referral,2026-01-30,1,low,27
U000960,2025-08-16,1,value,mobile,paid_social,2026-01-05,4,medium,167
U000961,2025-06-12,3,regular,web,referral,2026-01-30,6,high,232
U000962,2025-08-15,2,value,mobile,search,2026-01-30,5,medium,168
U000963,2025-12-01,3,regular,mobile,referral,2026-01-25,1,medium,60
U000964,2025-06-28,2,premium,mobile,referral,2026-01-30,7,high,216
U000965,2025-12-29,3,regular,mobile,organic,2026-01-30,1,low,32
U000966,2025-09-29,1,value,web,search,2026-01-29,4,low,123
U000967,2025-10-02,1,value,mobile,organic,2026-01-30,3,medium,120
U000968,2025-07-23,3,regular,mobile,organic,2026-01-29,5,high,191
U000969,2025-12-22,3,regular,web,referral,2026-01-25,1,low,39
U000970,2025-05-14,2,value,web,organic,2025-11-11,6,low,261
U000971,2025-07-18,2,regular,web,paid_social,2026-01-30,5,high,196
U000972,2025-08-18,2,regular,web,email,2026-01-30,5,high,165
U000973,2025-09-01,2,value,web,search,2025-12-02,3,low,151
U000974,2025-09-01,1,regular,web,search,2026-01-30,4,high,151
U000975,2025-06-11,3,value,mobile,paid_social,2026-01-29,7,medium,233
U000976,2025-06-30,2,value,web,referral,2025-08-17,2,low,214
U000977,2025-05-28,2,regular,web,organic,2026-01-28,8,high,247
U000978,2025-09-25,1,value,web,organic,2025-10-27,0,low,127
U000979,2025-08-01,1,regular,web,paid_social,2026-01-29,5,high,182
U000980,2025-09-24,2,regular,mobile,email,2026-01-29,3,medium,128
U000981,2025-09-30,2,value,web,organic,2026-01-29,4,low,122
U000982,2025-10-28,2,premium,web,search,2026-01-30,2,high,94
U000983,2025-09-19,1,value,web,email,2026-01-29,4,low,133
U000984,2025-10-14,3,value,web,organic,2026-01-30,3,low,108
U000985,2025-09-29,2,premium,mobile,organic,2026-01-29,3,high,123
U000986,2025-10-15,3,regular,mobile,paid_social,2025-12-18,1,medium,107
U000987,2025-10-06,1,regular,web,organic,2026-01-29,3,high,116
U000988,2025-07-23,2,value,mobile,organic,2025-12-22,5,medium,191
U000989,2025-07-05,2,value,web,paid_social,2026-01-29,6,medium,209
U000990,2025-11-18,2,regular,mobile,paid_social,2026-01-21,2,low,73
U000991,2025-07-30,2,value,mobile,search,2026-01-26,5,medium,184
U000992,2025-09-19,1,value,web,search,2026-01-15,4,low,133
U000993,2025-06-23,2,regular,mobile,search,2026-01-26,7,high,221
U000994,2025-08-21,2,value,mobile,paid_social,2025-09-22,1,low,162
U000995,2025-09-14,2,value,web,referral,2025-11-13,2,low,138
U000996,2025-10-09,1,value,mobile,referral,2026-01-27,3,low,113
U000997,2025-09-14,2,regular,mobile,paid_social,2026-01-01,4,high,138
U000998,2025-08-03,2,regular,web,referral,2026-01-01,5,high,180
U000999,2026-01-01,2,premium,mobile,referral,2026-01-30,1,medium,29
U001000,2025-09-10,2,value,mobile,organic,2025-10-11,1,low,142
U001001,2025-11-23,2,value,web,email,2026-01-29,2,low,68
U001002,2025-11-05,3,regular,web,referral,2026-01-30,2,medium,86
U001003,2025-09-22,2,value,mobile,organic,2026-01-27,4,medium,130
U001004,2025-12-13,2,regular,mobile,organic,2026-01-29,1,low,48
U001005,2025-06-06,3,premium,web,paid_social,2026-01-03,7,high,238
U001006,2025-12-22,2,regular,web,search,2026-01-28,1,low,39
U001007,2025-12-04,3,regular,web,paid_social,2026-01-30,1,medium,57
U001008,2025-09-08,3,premium,mobile,search,2025-12-02,2,high,144
U001009,2025-11-05,1,value,mobile,organic,2026-01-30,2,low,86
U001010,2025-09-12,2,premium,web,organic,2026-01-30,4,high,140
U001011,2025-07-11,2,regular,mobile,referral,2025-09-13,2,medium,203
U001012,2025-11-21,3,regular,mobile,organic,2026-01-29,2,medium,70
U001013,2025-07-05,2,premium,web,paid_social,2026-01-29,6,high,209
U001014,2025-07-22,1,regular,web,organic,2026-01-28,6,high,192
U001015,2025-09-12,2,regular,mobile,search,2026-01-30,4,high,140
U001016,2025-12-01,1,value,web,search,2025-12-27,0,low,60
U001017,2025-08-09,3,regular,web,organic,2026-01-30,5,high,174
U001018,2025-09-06,2,regular,mobile,paid_social,2026-01-30,4,high,146
U001019,2025-05-15,2,value,mobile,paid_social,2026-01-29,8,medium,260
U001020,2025-06-03,3,regular,web,organic,2026-01-26,7,high,241
U001021,2025-05-19,2,regular,mobile,search,2026-01-30,8,high,256
U001022,2025-05-23,2,regular,mobile,paid_social,2025-08-14,2,low,252
U001023,2025-12-08,3,value,web,paid_social,2026-01-27,1,low,53
U001024,2025-12-02,3,regular,web,search,2025-12-29,1,low,59
U001025,2025-11-27,3,value,mobile,paid_social,2026-01-30,2,low,64
U001026,2025-05-18,1,value,mobile,organic,2026-01-17,8,medium,257
U001027,2025-05-24,2,regular,web,organic,2026-01-29,7,high,251
U001028,2025-07-14,1,value,mobile,paid_social,2026-01-29,6,medium,200
U001029,2025-09-23,3,value,mobile,paid_social,2026-01-29,4,low,129
U001030,2025-07-27,2,regular,mobile,referral,2026-01-23,5,high,187
U001031,2025-09-04,2,value,mobile,organic,2026-01-28,4,medium,148
U001032,2025-06-17,1,premium,web,search,2026-01-29,7,high,227
U001033,2025-11-04,2,premium,web,paid_social,2026-01-29,2,high,87
U001034,2025-07-22,2,regular,web,organic,2025-09-19,2,low,192
U001035,2025-05-21,1,premium,mobile,search,2026-01-30,8,high,254
U001036,2025-11-07,1,premium,mobile,paid_social,2026-01-29,2,high,84
U001037,2025-12-17,3,value,mobile,organic,2026-01-21,0,low,44
U001038,2025-05-08,3,regular,web,search,2025-10-10,5,medium,267
U001039,2025-08-22,1,value,mobile,organic,2026-01-30,5,medium,161
U001040,2025-11-28,2,regular,web,email,2026-01-28,1,medium,63
U001041,2025-10-29,3,regular,web,organic,2025-12-01,1,low,93
U001042,2025-12-05,2,value,web,organic,2025-12-28,1,low,56
U001043,2025-08-17,2,value,mobile,organic,2026-01-30,5,medium,166
U001044,2025-08-06,2,premium,web,organic,2026-01-30,5,high,177
U001045,2025-10-30,2,value,mobile,organic,2025-12-24,1,low,92
U001046,2025-06-12,1,value,mobile,paid_social,2025-12-05,5,medium,232
U001047,2025-07-04,2,value,mobile,organic,2026-01-30,5,medium,210
U001048,2025-10-02,1,regular,web,organic,2026-01-29,3,medium,120
U001049,2025-10-19,1,regular,mobile,organic,2026-01-30,3,medium,103
U001050,2025-06-04,2,regular,mobile,search,2026-01-30,7,high,240
U001051,2025-09-09,3,regular,web,organic,2026-01-30,4,high,143
U001052,2025-08-04,3,value,mobile,paid_social,2026-01-29,5,medium,179
U001053,2025-09-07,2,value,mobile,paid_social,2026-01-29,3,medium,145
U001054,2025-12-31,2,regular,web,paid_social,2026-01-28,1,low,30
U001055,2025-05-24,2,regular,web,organic,2026-01-25,7,high,251
U001056,2026-01-09,2,regular,web,referral,2026-01-29,1,low,21
U001057,2025-08-25,2,regular,web,paid_social,2026-01-30,5,high,158
U001058,2025-11-14,2,regular,mobile,organic,2026-01-30,2,medium,77
U001059,2025-08-19,2,regular,web,search,2026-01-30,4,high,164
U001060,2025-07-22,3,regular,web,paid_social,2026-01-26,5,high,192
U001061,2025-11-14,3,regular,web,organic,2026-01-12,2,low,77
U001062,2025-10-24,1,regular,web,search,2026-01-27,3,medium,98
U001063,2025-06-10,2,regular,web,paid_social,2026-01-27,7,high,234
U001064,2025-10-29,1,premium,mobile,organic,2026-01-30,3,high,93
U001065,2025-11-10,2,regular,web,email,2026-01-08,1,low,81
U001066,2025-08-10,2,value,web,organic,2025-09-04,1,low,173
U001067,2025-12-23,1,value,mobile,organic,2026-01-25,1,low,38
U001068,2025-10-12,3,regular,mobile,organic,2025-11-15,1,low,110
U001069,2025-07-27,2,regular,web,search,2026-01-30,6,high,187
U001070,2025-05-07,3,regular,web,referral,2026-01-30,8,high,268
U001071,2025-10-21,1,regular,web,referral,2025-11-21,1,low,101
U001072,2025-06-26,1,value,web,email,2026-01-30,7,medium,218
U001073,2025-11-10,2,regular,web,search,2026-01-30,2,high,81
U001074,2025-09-13,1,regular,mobile,search,2026-01-28,3,high,139
U001075,2025-08-30,2,regular,mobile,search,2026-01-30,4,high,153
U001076,2025-06-15,3,regular,web,organic,2026-01-29,5,high,229
U001077,2025-10-30,1,value,mobile,email,2026-01-26,2,low,92
U001078,2025-06-15,1,regular,web,search,2026-01-30,7,high,229
U001079,2025-08-17,2,regular,web,search,2026-01-30,4,high,166
U001080,2025-11-30,2,premium,web,search,2026-01-30,1,medium,61
U001081,2025-12-22,2,regular,web,referral,2026-01-14,0,low,39
U001082,2026-01-08,2,value,mobile,organic,2026-01-29,1,low,22
U001083,2025-12-31,3,regular,web,paid_social,2026-01-30,1,low,30
U001084,2025-09-21,1,regular,mobile,paid_social,2026-01-30,4,medium,131
U001085,2025-06-24,2,value,web,referral,2026-01-30,7,medium,220
U001086,2025-12-01,2,regular,mobile,organic,2026-01-30,1,medium,60
U001087,2025-11-22,3,value,mobile,organic,2026-01-30,1,low,69
U001088,2026-01-08,2,value,web,search,2026-01-29,1,low,22
U001089,2025-10-15,2,value,web,referral,2025-12-16,0,low,107
U001090,2025-06-09,1,value,mobile,email,2026-01-29,7,medium,235
U001091,2025-09-08,1,premium,web,paid_social,2026-01-30,4,high,144
U001092,2025-08-25,1,regular,web,organic,2025-12-24,4,medium,158
U001093,2025-12-02,2,value,mobile,organic,2026-01-30,1,low,59
U001094,2025-08-11,2,regular,web,paid_social,2026-01-29,5,high,172
U001095,2025-07-26,2,regular,web,organic,2026-01-30,6,high,188
U001096,2025-05-25,1,value,web,search,2026-01-28,7,high,250
U001097,2025-11-30,3,value,web,referral,2026-01-30,1,low,61
U001098,2025-11-10,3,regular,web,search,2025-12-13,1,low,81
U001099,2025-05-15,1,value,web,search,2026-01-29,8,medium,260
U001100,2025-08-21,1,regular,web,organic,2026-01-27,4,high,162
U001101,2025-09-02,1,value,web,organic,2026-01-01,4,medium,150
U001102,2025-08-30,3,regular,web,paid_social,2026-01-30,3,high,153
U001103,2025-12-21,1,regular,mobile,search,2026-01-30,1,low,40
U001104,2025-06-11,2,value,mobile,organic,2025-07-16,0,low,233
U001105,2025-07-20,2,value,web,organic,2026-01-18,5,medium,194
U001106,2025-06-19,3,premium,web,organic,2026-01-30,7,high,225
U001107,2025-07-05,2,regular,mobile,paid_social,2025-12-30,5,high,209
U001108,2025-12-18,2,regular,web,paid_social,2026-01-29,1,low,43
U001109,2025-12-27,3,value,web,search,2026-01-25,0,low,34
U001110,2025-05-16,1,value,mobile,search,2026-01-30,7,medium,259
U001111,2025-10-10,3,regular,web,organic,2026-01-29,3,medium,112
U001112,2025-07-02,1,premium,mobile,search,2026-01-29,6,high,212
U001113,2025-06-22,2,value,mobile,organic,2025-11-14,5,medium,222
U001114,2025-07-17,3,regular,mobile,email,2026-01-30,6,high,197
U001115,2025-06-22,2,regular,web,organic,2026-01-29,7,high,222
U001116,2025-09-05,2,value,web,search,2026-01-29,4,medium,147
U001117,2026-01-09,2,value,web,organic,2026-01-30,1,low,21
U001118,2025-09-29,2,value,mobile,referral,2025-11-29,2,low,123
U001119,2025-11-02,2,regular,mobile,organic,2026-01-03,2,medium,89
U001120,2025-09-05,2,regular,mobile,email,2025-10-09,1,low,147
U001121,2025-05-08,2,regular,web,organic,2026-01-30,8,high,267
U001122,2025-05-26,2,value,mobile,referral,2026-01-21,8,medium,249
U001123,2025-07-11,2,regular,web,paid_social,2026-01-30,6,high,203
U001124,2025-07-05,2,regular,mobile,organic,2026-01-04,5,high,209
U001125,2025-12-01,2,regular,web,organic,2026-01-30,1,medium,60
U001126,2025-12-02,1,regular,web,search,2026-01-30,1,medium,59
U001127,2025-12-05,3,value,web,referral,2026-01-29,1,low,56
U001128,2025-10-12,2,regular,mobile,referral,2026-01-30,1,high,110
U001129,2025-09-21,1,regular,web,organic,2026-01-29,4,high,131
U001130,2025-10-14,2,value,web,search,2026-01-26,3,low,108
U001131,2025-08-15,3,value,web,organic,2026-01-30,5,medium,168
U001132,2025-10-20,1,regular,web,organic,2026-01-29,2,medium,102
U001133,2025-11-20,1,regular,mobile,paid_social,2026-01-15,2,medium,71
U001134,2025-11-12,1,value,web,search,2026-01-28,2,low,79
U001135,2025-10-06,1,premium,web,organic,2026-01-30,3,high,116
U001136,2025-05-19,3,regular,mobile,referral,2026-01-30,8,high,256
U001137,2025-11-02,3,value,web,paid_social,2026-01-29,2,low,89
U001138,2025-08-05,1,regular,web,paid_social,2026-01-30,4,high,178
U001139,2025-11-07,2,regular,web,organic,2026-01-28,2,medium,84
U001140,2025-09-17,1,premium,web,email,2026-01-17,2,high,135
U001141,2025-12-12,2,value,web,search,2026-01-29,1,low,49
U001142,2025-07-28,3,value,web,search,2026-01-30,5,medium,186
U001143,2025-12-24,2,regular,web,organic,2026-01-30,1,low,37
U001144,2025-12-02,1,value,mobile,referral,2026-01-25,1,low,59
U001145,2025-07-27,2,regular,mobile,search,2026-01-30,6,high,187
U001146,2025-09-03,3,regular,nan,referral,2026-01-30,4,high,149
U001147,2025-09-15,2,value,web,paid_social,2026-01-30,4,medium,137
U001148,2025-11-13,1,regular,web,referral,2026-01-30,2,medium,78
U001149,2025-10-24,1,premium,mobile,paid_social,2026-01-27,3,high,98
U001150,2025-12-04,2,regular,mobile,email,2026-01-29,1,medium,57
U001151,2025-08-05,2,regular,web,organic,2025-12-08,2,medium,178
U001152,2025-09-08,3,value,web,organic,2026-01-29,4,medium,144
U001153,2025-08-21,3,value,web,paid_social,2026-01-26,5,medium,162
U001154,2025-12-19,3,premium,web,search,2026-01-30,1,medium,42
U001155,2025-07-20,3,regular,web,paid_social,2026-01-29,6,high,194
U001156,2025-09-29,1,regular,web,paid_social,2026-01-28,3,medium,123
U001157,2025-06-04,2,premium,mobile,search,2026-01-30,6,high,240
U001158,2025-12-04,2,value,mobile,referral,2026-01-05,0,low,57
U001159,2025-08-09,2,regular,mobile,organic,2025-12-05,4,medium,174
U001160,2025-07-29,3,value,web,referral,2025-10-02,1,low,185
U001161,2025-09-28,2,value,mobile,organic,2026-01-28,4,medium,124
U001162,2025-09-07,3,regular,mobile,paid_social,2026-01-29,4,high,145
U001163,2025-12-03,2,regular,web,referral,2026-01-29,1,low,58
U001164,2025-09-15,2,premium,mobile,organic,2026-01-29,4,high,137
U001165,2025-09-11,2,value,mobile,organic,2026-01-29,3,medium,141
U001166,2025-05-31,1,regular,mobile,organic,2026-01-30,7,high,244
U001167,2025-05-10,1,regular,web,search,2026-01-30,5,high,265
U001168,2025-08-13,2,regular,mobile,search,2026-01-28,5,high,170
U001169,2026-01-10,1,premium,web,organic,2026-01-29,1,low,20
U001170,2025-12-21,3,regular,web,referral,2026-01-23,1,low,40
U001171,2025-10-09,1,regular,nan,organic,2026-01-29,3,high,113
U001172,2025-10-10,1,value,web,search,2026-01-26,1,low,112
U001173,2025-08-11,3,value,web,paid_social,2026-01-27,5,medium,172
U001174,2025-06-18,1,premium,web,organic,2026-01-30,7,high,226
U001175,2025-05-07,3,regular,mobile,organic,2026-01-29,7,high,268
U001176,2025-07-29,2,value,web,email,2025-12-25,4,medium,185
U001177,2025-07-23,1,value,mobile,paid_social,2026-01-09,6,medium,191
U001178,2025-06-22,2,regular,web,organic,2026-01-26,7,high,222
U001179,2025-07-09,2,regular,nan,referral,2026-01-29,6,high,205
U001180,2025-05-11,3,value,mobile,search,2026-01-30,8,medium,264
U001181,2025-10-04,3,regular,mobile,organic,2026-01-30,3,medium,118
U001182,2025-12-23,2,regular,mobile,paid_social,2026-01-30,1,low,38
U001183,2025-10-25,2,regular,mobile,search,2026-01-28,3,medium,97
U001184,2025-08-25,2,value,web,organic,2026-01-30,5,medium,158
U001185,2025-08-18,2,regular,web,referral,2026-01-30,5,high,165
U001186,2025-07-21,3,value,web,organic,2025-12-08,4,medium,193
U001187,2025-06-09,2,value,web,organic,2025-12-07,4,medium,235
U001188,2025-10-02,2,regular,web,organic,2026-01-28,3,high,120
U001189,2025-09-24,2,regular,web,paid_social,2025-11-19,1,low,128
U001190,2025-05-06,3,value,mobile,paid_social,2026-01-29,8,medium,269
U001191,2025-08-17,3,premium,mobile,email,2026-01-30,5,high,166
U001192,2025-07-13,1,value,mobile,organic,2026-01-28,5,medium,201
U001193,2025-06-16,1,regular,mobile,referral,2026-01-29,7,high,228
U001194,2025-10-28,2,premium,web,search,2026-01-30,1,high,94
U001195,2025-09-13,2,regular,web,organic,2026-01-28,4,high,139
